Gender,Dependent_Count,Marital_Status,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Amt_Chng_Q4_Q1,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Attrition_Flag
F,2,Single,Blue,4,2,3,0.304,34,0.097,Attrited Customer
F,2,Divorced,Blue,6,2,3,0.53,44,0.63,Attrited Customer
F,4,Married,Blue,5,3,4,0.724,41,0.323,Attrited Customer
M,2,Married,Blue,2,3,3,0.696,18,0.385,Attrited Customer
F,4,Married,Blue,6,2,3,0.706,43,0.593,Attrited Customer
F,4,Married,Blue,2,3,5,0.882,38,0.583,Attrited Customer
F,3,Married,Blue,3,3,2,0.502,28,0.556,Attrited Customer
F,1,Single,Blue,4,3,3,0.442,43,0.303,Attrited Customer
F,4,Single,Blue,3,3,3,1.023,51,0.645,Attrited Customer
F,3,Single,Blue,2,3,4,0.912,53,0.656,Attrited Customer
M,1,Single,Blue,6,4,3,0.832,78,0.95,Attrited Customer
F,1,Married,Blue,2,3,1,0.997,19,0.9,Attrited Customer
F,3,Married,Blue,5,2,2,0.912,28,0.273,Attrited Customer
F,3,Unknown,Blue,2,2,3,0.748,49,1.042,Attrited Customer
F,2,Married,Blue,3,2,1,0.228,30,0.111,Attrited Customer
M,1,Unknown,Blue,6,3,4,0.825,63,1.1,Attrited Customer
F,2,Single,Blue,3,1,4,0.528,50,0.562,Attrited Customer
M,2,Married,Blue,3,2,3,0.393,21,0.167,Attrited Customer
F,2,Married,Blue,5,1,3,0.986,22,0.375,Attrited Customer
F,2,Single,Blue,6,1,2,1.047,59,0.639,Attrited Customer
F,1,Single,Blue,1,2,2,1.005,19,0.727,Attrited Customer
M,4,Single,Blue,3,3,4,0.817,49,0.4,Attrited Customer
F,0,Married,Blue,1,4,4,0.52,49,0.485,Attrited Customer
F,1,Married,Blue,1,4,3,0.805,66,0.784,Attrited Customer
F,2,Single,Blue,1,2,4,0.465,40,0.481,Attrited Customer
M,4,Unknown,Blue,2,2,2,0.946,58,0.758,Attrited Customer
F,3,Divorced,Blue,3,3,3,0.409,43,0.536,Attrited Customer
F,3,Married,Blue,1,3,1,0.563,29,0.45,Attrited Customer
M,3,Married,Blue,2,2,5,0.637,39,0.345,Attrited Customer
M,2,Single,Blue,2,4,2,0.758,80,0.778,Attrited Customer
M,2,Single,Blue,3,2,4,0.794,48,0.846,Attrited Customer
F,5,Single,Blue,1,4,1,1.014,45,0.607,Attrited Customer
M,4,Married,Blue,2,3,3,0.462,46,0.438,Attrited Customer
F,2,Single,Blue,5,3,2,0.553,29,0.261,Attrited Customer
F,1,Married,Blue,2,2,1,0.801,36,0.5,Attrited Customer
F,1,Single,Blue,3,2,1,1.035,47,1.136,Attrited Customer
F,3,Married,Blue,2,3,4,0.537,44,0.419,Attrited Customer
M,3,Single,Blue,2,2,3,0.635,24,0.5,Attrited Customer
M,3,Divorced,Blue,6,3,3,0,23,0,Attrited Customer
M,3,Single,Blue,1,1,2,1.023,70,0.892,Attrited Customer
F,3,Single,Blue,6,2,3,1.166,33,0.179,Attrited Customer
F,3,Single,Blue,3,3,2,1.035,25,0.562,Attrited Customer
M,1,Divorced,Blue,1,3,4,0.864,35,0.522,Attrited Customer
F,3,Divorced,Blue,3,2,2,0.366,31,0.107,Attrited Customer
F,3,Unknown,Blue,2,3,2,0.906,29,0.526,Attrited Customer
M,2,Married,Blue,6,2,0,0.89,44,0.913,Attrited Customer
F,0,Married,Blue,2,3,2,0.443,38,0.357,Attrited Customer
M,1,Single,Blue,6,3,4,0.747,77,0.833,Attrited Customer
M,2,Married,Gold,1,3,2,1.047,54,0.588,Attrited Customer
F,0,Single,Blue,6,3,5,0.935,29,0.526,Attrited Customer
F,0,Divorced,Blue,6,3,3,0.683,43,0.536,Attrited Customer
F,4,Married,Blue,1,3,4,0.583,39,0.147,Attrited Customer
F,1,Divorced,Blue,3,3,3,0.562,49,0.69,Attrited Customer
F,0,Single,Blue,1,2,4,0.391,23,0.533,Attrited Customer
M,3,Single,Blue,5,3,2,0.975,56,0.647,Attrited Customer
F,4,Married,Blue,5,2,3,0.581,87,0.776,Attrited Customer
M,3,Married,Blue,4,4,3,0.799,35,0.591,Attrited Customer
F,0,Married,Blue,3,2,2,0.826,26,1,Attrited Customer
M,3,Married,Blue,2,3,3,0.95,38,0.9,Attrited Customer
F,3,Divorced,Blue,5,2,6,0.788,49,0.815,Attrited Customer
M,2,Married,Blue,3,3,5,0.769,82,1,Attrited Customer
F,2,Single,Blue,6,2,3,0.983,43,0.654,Attrited Customer
F,2,Single,Blue,4,2,3,0.687,38,0.407,Attrited Customer
F,1,Married,Blue,6,3,1,0.396,44,0.517,Attrited Customer
F,3,Unknown,Blue,4,2,1,0.662,40,0.538,Attrited Customer
F,3,Divorced,Blue,2,3,4,0.392,41,0.519,Attrited Customer
M,3,Married,Blue,2,3,3,0.54,38,0.52,Attrited Customer
F,3,Single,Blue,5,3,3,0.552,57,0.839,Attrited Customer
F,3,Single,Blue,3,3,4,0.529,36,0.44,Attrited Customer
M,3,Married,Blue,2,3,4,0.35,12,0.2,Attrited Customer
F,2,Divorced,Blue,6,3,4,0.661,38,0.357,Attrited Customer
F,3,Single,Blue,1,2,4,0.35,44,0.467,Attrited Customer
F,3,Single,Blue,6,3,1,0.701,25,0.562,Attrited Customer
F,3,Unknown,Blue,3,2,1,0.413,40,0.429,Attrited Customer
M,3,Married,Blue,2,2,5,0.637,39,0.345,Attrited Customer
F,1,Married,Blue,5,2,3,0.729,41,0.577,Attrited Customer
M,2,Single,Blue,4,3,5,0.618,41,0.367,Attrited Customer
M,2,Married,Silver,1,1,3,0.924,68,0.619,Attrited Customer
M,2,Unknown,Blue,4,3,3,0.535,62,0.722,Attrited Customer
M,2,Single,Blue,2,4,2,0.801,69,1.029,Attrited Customer
M,2,Single,Blue,2,2,2,0.605,39,0.393,Attrited Customer
M,2,Divorced,Silver,1,2,3,0.848,58,0.933,Attrited Customer
F,2,Married,Blue,3,6,3,0.163,36,0.125,Attrited Customer
F,3,Single,Blue,3,3,3,0.731,22,0.833,Attrited Customer
F,3,Single,Blue,2,3,6,0.725,51,0.821,Attrited Customer
F,5,Married,Blue,5,3,3,0.691,46,0.394,Attrited Customer
F,3,Single,Blue,4,2,3,0.748,56,0.75,Attrited Customer
M,2,Married,Blue,2,3,3,1.041,72,0.846,Attrited Customer
M,2,Single,Gold,2,3,3,1.015,57,0.295,Attrited Customer
F,4,Married,Blue,5,3,5,0.513,57,0.541,Attrited Customer
F,4,Single,Blue,5,2,1,0.718,41,0.519,Attrited Customer
M,2,Single,Blue,2,4,4,0.598,41,0.864,Attrited Customer
M,0,Divorced,Blue,4,3,3,0.594,44,0.467,Attrited Customer
M,4,Single,Blue,3,3,4,0.584,46,0.533,Attrited Customer
F,4,Married,Blue,4,3,3,0.816,46,0.394,Attrited Customer
M,3,Single,Blue,3,3,2,0.698,19,0.462,Attrited Customer
F,1,Married,Blue,6,4,3,0.878,37,0.609,Attrited Customer
M,2,Single,Blue,2,2,3,0.885,14,0.4,Attrited Customer
F,1,Married,Blue,1,3,3,0.525,36,0.2,Attrited Customer
F,3,Unknown,Blue,3,2,1,0.413,40,0.429,Attrited Customer
F,2,Single,Blue,6,3,3,0.529,46,1,Attrited Customer
F,2,Single,Blue,1,6,2,1.043,53,0.432,Attrited Customer
M,2,Married,Blue,4,3,2,0.874,46,0.533,Attrited Customer
F,2,Married,Blue,2,2,6,0.535,46,0.353,Attrited Customer
M,3,Divorced,Blue,3,2,3,0.799,39,0.3,Attrited Customer
F,3,Single,Blue,2,1,4,1.029,28,0.077,Attrited Customer
F,0,Divorced,Blue,6,3,3,0.683,43,0.536,Attrited Customer
F,4,Married,Blue,6,3,3,0.862,39,0.625,Attrited Customer
F,3,Married,Blue,5,2,1,0.597,14,0.556,Attrited Customer
M,0,Single,Blue,6,4,3,0.875,43,0.593,Attrited Customer
M,0,Married,Blue,3,3,2,0.749,16,0.333,Attrited Customer
F,2,Unknown,Blue,4,4,3,0.639,33,0.32,Attrited Customer
F,5,Married,Blue,5,2,3,0.634,61,0.649,Attrited Customer
M,2,Single,Blue,5,3,3,0.842,20,0.667,Attrited Customer
F,3,Single,Blue,2,5,4,1.003,87,0.977,Attrited Customer
F,4,Married,Blue,3,3,6,0.726,41,0.64,Attrited Customer
F,1,Unknown,Silver,6,3,4,0.489,38,0.226,Attrited Customer
F,0,Unknown,Blue,4,2,3,0.64,36,0.161,Attrited Customer
M,2,Married,Blue,4,3,2,0.58,43,0.654,Attrited Customer
M,2,Single,Blue,5,3,3,0.862,40,0.6,Attrited Customer
F,4,Unknown,Blue,5,3,6,0.676,48,0.5,Attrited Customer
F,2,Single,Blue,1,2,3,0.827,43,0.387,Attrited Customer
F,1,Unknown,Blue,5,3,3,0.636,42,0.448,Attrited Customer
F,2,Married,Blue,1,2,3,0.644,22,0.692,Attrited Customer
M,4,Single,Blue,4,3,3,1.018,50,0.724,Attrited Customer
F,3,Married,Blue,5,2,2,0.41,38,0.357,Attrited Customer
M,3,Married,Blue,3,3,4,0.547,42,0.615,Attrited Customer
F,2,Divorced,Blue,3,3,4,0.408,45,0.667,Attrited Customer
F,1,Single,Blue,5,0,4,0.792,42,0.448,Attrited Customer
M,4,Married,Blue,5,2,2,0.424,54,0.688,Attrited Customer
F,4,Married,Blue,5,2,3,0.716,45,0.552,Attrited Customer
F,1,Married,Blue,4,3,3,0.481,40,0.333,Attrited Customer
M,1,Single,Blue,2,3,3,1.054,67,0.718,Attrited Customer
M,3,Single,Blue,4,3,3,1.049,64,0.524,Attrited Customer
F,2,Single,Blue,4,2,3,0.772,48,0.548,Attrited Customer
F,2,Married,Blue,4,2,2,0.813,60,0.818,Attrited Customer
F,1,Married,Blue,5,2,3,0.729,41,0.577,Attrited Customer
F,3,Unknown,Blue,2,3,2,0.906,29,0.526,Attrited Customer
M,2,Married,Blue,3,3,3,0.76,62,0.55,Attrited Customer
M,1,Unknown,Blue,2,3,4,1.043,54,0.459,Attrited Customer
F,3,Single,Blue,3,2,2,0.703,41,0.464,Attrited Customer
M,2,Married,Blue,1,2,5,0.569,42,0.556,Attrited Customer
F,3,Single,Blue,5,3,1,0.737,54,0.385,Attrited Customer
M,1,Single,Blue,2,3,2,0.973,87,0.776,Attrited Customer
F,3,Married,Blue,5,3,2,0.694,42,0.5,Attrited Customer
M,2,Single,Blue,6,3,2,0.742,50,0.471,Attrited Customer
F,0,Single,Blue,6,3,3,0.394,40,0.429,Attrited Customer
M,3,Single,Blue,5,2,2,0.6,39,0.56,Attrited Customer
F,2,Divorced,Blue,2,6,3,0.707,36,0.44,Attrited Customer
F,3,Single,Blue,6,1,3,0.977,19,1.111,Attrited Customer
M,1,Single,Blue,1,2,2,0.175,51,0.645,Attrited Customer
M,4,Married,Blue,4,1,3,0.532,51,0.5,Attrited Customer
M,2,Single,Blue,2,3,4,0.542,48,0.778,Attrited Customer
M,1,Single,Blue,3,3,3,1.336,47,0.306,Attrited Customer
F,2,Married,Blue,5,3,4,0.645,56,0.647,Attrited Customer
F,1,Married,Blue,1,2,3,0.779,64,0.73,Attrited Customer
F,4,Married,Blue,4,3,2,0.424,41,0.577,Attrited Customer
M,2,Single,Blue,2,2,3,0.864,51,0.7,Attrited Customer
F,4,Married,Blue,3,2,2,0.378,18,0.059,Attrited Customer
F,1,Single,Blue,5,2,2,0.555,42,0.355,Attrited Customer
F,2,Married,Blue,3,6,3,0.163,36,0.125,Attrited Customer
F,1,Married,Blue,1,2,3,0.779,64,0.73,Attrited Customer
F,4,Married,Blue,4,2,4,0.633,45,0.5,Attrited Customer
F,3,Divorced,Blue,5,3,2,0.575,43,0.433,Attrited Customer
M,3,Married,Blue,5,2,4,0.763,32,0.6,Attrited Customer
M,3,Single,Blue,5,2,2,0.6,39,0.56,Attrited Customer
F,1,Single,Blue,2,3,3,0.736,40,0.429,Attrited Customer
F,1,Single,Blue,5,3,4,1.028,46,0.586,Attrited Customer
M,3,Married,Blue,5,1,3,1.051,74,0.85,Attrited Customer
M,3,Unknown,Blue,4,2,3,0.632,44,0.419,Attrited Customer
M,4,Married,Blue,6,3,4,0.323,18,0.286,Attrited Customer
M,2,Married,Blue,2,2,2,0.969,48,0.6,Attrited Customer
M,4,Single,Silver,3,1,3,0.64,26,0.3,Attrited Customer
F,1,Married,Silver,2,3,3,0.99,80,0.905,Attrited Customer
F,4,Married,Blue,2,4,3,0.585,12,0.714,Attrited Customer
M,4,Married,Blue,3,3,3,0.98,19,0.727,Attrited Customer
M,2,Married,Blue,2,3,4,0.902,74,0.947,Attrited Customer
M,3,Married,Blue,2,2,3,0.694,28,0.4,Attrited Customer
M,2,Married,Blue,3,2,3,0.658,47,0.621,Attrited Customer
M,3,Single,Blue,2,3,5,0.631,42,0.448,Attrited Customer
M,5,Married,Blue,2,3,4,0.662,37,0.947,Attrited Customer
F,4,Married,Blue,6,2,2,0.666,43,0.536,Attrited Customer
F,3,Single,Blue,6,2,2,0.772,45,0.731,Attrited Customer
F,3,Married,Blue,3,3,2,0.198,38,0.226,Attrited Customer
F,0,Married,Blue,6,2,3,0.94,20,0.818,Attrited Customer
M,4,Married,Blue,6,2,6,0.831,40,0.6,Attrited Customer
F,1,Divorced,Blue,6,1,2,0.82,44,0.517,Attrited Customer
F,3,Single,Blue,1,3,4,0.621,47,0.424,Attrited Customer
F,4,Married,Blue,4,2,4,0.633,45,0.5,Attrited Customer
M,4,Married,Blue,1,3,2,0.559,43,0.654,Attrited Customer
F,4,Unknown,Blue,2,2,1,0.856,41,0.323,Attrited Customer
F,3,Divorced,Blue,3,3,3,0.523,44,0.294,Attrited Customer
M,3,Unknown,Blue,2,4,4,0.018,28,0.077,Attrited Customer
M,3,Single,Blue,5,2,3,0.738,59,0.686,Attrited Customer
M,1,Married,Blue,3,3,3,0.601,21,0.4,Attrited Customer
F,0,Married,Blue,3,4,4,0.805,45,0.731,Attrited Customer
F,0,Married,Blue,1,3,4,0.814,57,0.781,Attrited Customer
F,0,Married,Blue,2,3,2,0.443,38,0.357,Attrited Customer
M,2,Single,Blue,4,2,4,0.878,64,1.207,Attrited Customer
M,3,Divorced,Blue,6,3,3,0,23,0,Attrited Customer
F,2,Married,Blue,6,2,2,0.876,41,0.64,Attrited Customer
M,3,Married,Blue,2,3,3,0.676,27,0.421,Attrited Customer
M,5,Married,Blue,2,2,2,0.586,41,0.864,Attrited Customer
M,4,Single,Blue,3,1,4,0.672,44,0.467,Attrited Customer
M,1,Married,Blue,6,3,4,0.361,43,0.483,Attrited Customer
F,1,Single,Blue,2,2,3,0.672,17,0.214,Attrited Customer
F,4,Unknown,Silver,6,2,2,1.046,71,0.775,Attrited Customer
F,2,Single,Blue,3,2,3,0.688,45,0.25,Attrited Customer
F,1,Single,Blue,3,2,5,0.511,37,0.321,Attrited Customer
F,3,Married,Blue,4,3,3,0.522,37,0.233,Attrited Customer
F,0,Married,Blue,3,4,4,0.805,45,0.731,Attrited Customer
M,4,Single,Silver,1,3,4,0,22,0,Attrited Customer
M,4,Divorced,Blue,2,3,2,0.969,63,0.75,Attrited Customer
F,4,Single,Blue,4,2,3,0.695,45,0.452,Attrited Customer
M,1,Single,Blue,4,2,4,0.836,70,0.795,Attrited Customer
F,4,Unknown,Blue,2,2,3,0.828,42,0.5,Attrited Customer
F,3,Single,Blue,2,3,2,0.87,43,0.593,Attrited Customer
F,0,Married,Blue,3,2,2,0.826,26,1,Attrited Customer
F,1,Married,Blue,2,3,2,0.838,42,0.448,Attrited Customer
M,3,Married,Blue,1,1,3,0.803,12,0.091,Attrited Customer
F,0,Married,Blue,3,3,4,0.387,42,0.448,Attrited Customer
M,5,Married,Blue,2,3,2,0.637,40,0.429,Attrited Customer
M,2,Married,Blue,6,3,3,0.641,36,0.5,Attrited Customer
F,2,Married,Blue,4,2,4,0.653,39,0.393,Attrited Customer
F,3,Single,Blue,4,3,6,0.689,48,0.6,Attrited Customer
F,3,Single,Blue,5,3,4,0.612,13,0.625,Attrited Customer
F,1,Single,Blue,6,3,2,0.671,46,0.394,Attrited Customer
F,1,Married,Blue,4,3,3,0.383,37,0.37,Attrited Customer
F,4,Divorced,Blue,4,1,1,0.84,32,0.333,Attrited Customer
F,0,Married,Blue,6,4,2,0.52,40,0.667,Attrited Customer
F,0,Divorced,Blue,2,3,3,0.654,38,0.727,Attrited Customer
F,4,Married,Blue,6,2,3,0.706,43,0.593,Attrited Customer
F,1,Single,Blue,6,2,4,0.814,42,0.615,Attrited Customer
F,3,Single,Blue,1,2,1,0.691,36,0.5,Attrited Customer
F,2,Married,Blue,6,2,3,0.714,34,0.417,Attrited Customer
M,2,Married,Blue,6,2,2,0.204,61,0.564,Attrited Customer
M,1,Married,Blue,1,3,3,0.367,20,0.429,Attrited Customer
M,3,Married,Blue,3,3,4,0.393,37,0.233,Attrited Customer
M,2,Single,Blue,1,4,4,0.72,26,0.238,Attrited Customer
F,0,Married,Blue,6,2,3,0.94,20,0.818,Attrited Customer
F,4,Married,Blue,3,2,3,0.863,35,0.346,Attrited Customer
F,2,Single,Blue,2,3,2,0.497,40,0.481,Attrited Customer
F,3,Single,Blue,2,3,6,0.725,51,0.821,Attrited Customer
M,4,Married,Blue,5,3,4,0.98,43,0.72,Attrited Customer
F,4,Single,Silver,1,2,2,0.427,36,0.44,Attrited Customer
F,0,Single,Blue,1,3,4,0.75,39,0.5,Attrited Customer
F,4,Married,Blue,5,5,4,0.823,48,0.714,Attrited Customer
M,3,Single,Blue,4,3,3,1.049,64,0.524,Attrited Customer
F,2,Single,Gold,6,2,1,0.494,43,0.303,Attrited Customer
F,2,Single,Blue,1,1,1,1.019,25,0.923,Attrited Customer
F,4,Unknown,Blue,5,3,3,1.047,63,0.853,Attrited Customer
F,3,Single,Blue,4,3,3,1.052,69,0.816,Attrited Customer
F,3,Single,Silver,4,2,3,0.602,46,0.586,Attrited Customer
F,0,Married,Blue,3,4,4,0.805,45,0.731,Attrited Customer
F,4,Unknown,Blue,4,3,4,0.919,67,0.763,Attrited Customer
F,4,Divorced,Blue,6,3,1,0.601,45,0.5,Attrited Customer
F,1,Married,Blue,5,3,3,0.905,45,0.5,Attrited Customer
M,5,Single,Blue,4,3,3,0.886,58,1,Attrited Customer
M,2,Single,Blue,1,4,4,0.72,26,0.238,Attrited Customer
M,5,Married,Blue,4,2,2,0.482,43,0.303,Attrited Customer
M,3,Married,Blue,1,1,3,0.688,24,0.143,Attrited Customer
F,0,Single,Blue,4,3,3,0.924,41,0.577,Attrited Customer
M,4,Married,Silver,3,2,3,0.616,52,0.733,Attrited Customer
F,2,Single,Blue,4,3,3,0.648,38,0.583,Attrited Customer
M,2,Married,Blue,2,3,3,0.696,18,0.385,Attrited Customer
M,2,Married,Blue,6,2,0,0.89,44,0.913,Attrited Customer
M,1,Unknown,Blue,4,3,3,0.981,62,0.824,Attrited Customer
M,3,Single,Blue,3,3,3,0.866,90,1.093,Attrited Customer
M,3,Married,Platinum,2,3,4,0.987,65,0.512,Attrited Customer
M,0,Married,Blue,3,3,5,0.7,47,0.424,Attrited Customer
M,1,Married,Blue,6,3,4,0.361,43,0.483,Attrited Customer
M,2,Unknown,Blue,2,1,3,0.951,66,0.886,Attrited Customer
F,3,Married,Blue,3,3,2,0.677,41,0.414,Attrited Customer
F,3,Single,Blue,4,3,1,0.742,45,0.5,Attrited Customer
F,3,Married,Blue,3,3,1,0.714,43,0.654,Attrited Customer
F,3,Single,Blue,2,2,2,0.962,80,0.86,Attrited Customer
F,0,Single,Blue,1,2,4,0.845,69,0.533,Attrited Customer
F,3,Divorced,Blue,4,2,2,0.868,31,0.55,Attrited Customer
M,3,Married,Blue,5,1,1,0.642,29,0.526,Attrited Customer
F,1,Married,Blue,4,3,3,0.874,45,0.452,Attrited Customer
F,3,Married,Blue,4,2,3,0.405,37,0.276,Attrited Customer
F,3,Married,Blue,3,2,2,0.842,36,0.44,Attrited Customer
M,2,Single,Blue,2,3,3,0.466,47,0.621,Attrited Customer
F,4,Married,Blue,1,3,2,0.453,46,0.314,Attrited Customer
M,4,Single,Blue,5,3,2,0.956,59,0.639,Attrited Customer
M,0,Single,Blue,2,5,4,0.612,39,0.696,Attrited Customer
F,0,Single,Blue,1,2,4,0.845,69,0.533,Attrited Customer
F,3,Married,Blue,2,3,3,0.74,41,0.577,Attrited Customer
F,2,Married,Blue,4,3,3,0.994,61,0.906,Attrited Customer
M,2,Single,Blue,1,2,2,0.65,37,0.542,Attrited Customer
F,0,Single,Blue,1,2,4,0.845,69,0.533,Attrited Customer
F,0,Divorced,Blue,3,6,3,1.016,27,0.286,Attrited Customer
F,4,Married,Blue,3,3,3,0.449,37,0.37,Attrited Customer
M,2,Married,Blue,3,2,2,0.783,43,0.536,Attrited Customer
F,2,Single,Blue,3,3,3,0.62,42,0.4,Attrited Customer
F,1,Single,Blue,3,2,4,0.294,41,0.242,Attrited Customer
M,3,Married,Blue,2,3,4,0.615,56,0.697,Attrited Customer
F,3,Single,Blue,1,5,3,0.489,53,0.606,Attrited Customer
F,2,Single,Blue,5,3,2,0.553,29,0.261,Attrited Customer
F,3,Single,Blue,4,2,2,0.542,47,0.516,Attrited Customer
M,1,Married,Blue,2,4,3,0.819,13,0.182,Attrited Customer
M,3,Married,Blue,5,1,3,1.051,74,0.85,Attrited Customer
M,3,Single,Blue,4,3,3,0.799,76,0.767,Attrited Customer
F,2,Single,Blue,5,4,2,0.804,59,0.639,Attrited Customer
F,5,Married,Blue,3,2,6,0.763,44,0.517,Attrited Customer
F,3,Single,Blue,3,2,3,0.67,31,0.722,Attrited Customer
M,1,Married,Blue,4,3,3,0.809,73,1.028,Attrited Customer
M,3,Single,Blue,2,1,3,0.893,89,0.935,Attrited Customer
M,2,Married,Blue,2,2,4,0.433,18,1,Attrited Customer
F,4,Married,Blue,4,3,2,0.424,41,0.577,Attrited Customer
M,3,Married,Blue,1,2,3,0.377,56,0.244,Attrited Customer
M,3,Married,Blue,6,2,3,0.766,40,0.481,Attrited Customer
M,1,Married,Blue,1,1,2,0.873,56,0.806,Attrited Customer
F,1,Single,Blue,4,2,2,0.344,42,0.4,Attrited Customer
F,3,Married,Blue,3,3,3,0.507,39,0.345,Attrited Customer
F,3,Unknown,Blue,4,3,2,0.63,40,0.481,Attrited Customer
M,4,Single,Blue,6,3,3,0.918,68,0.744,Attrited Customer
M,3,Unknown,Blue,3,2,3,0.648,42,0.5,Attrited Customer
M,2,Divorced,Blue,4,2,4,0.376,48,0.455,Attrited Customer
F,1,Single,Blue,1,1,3,0.645,74,0.897,Attrited Customer
F,3,Single,Blue,4,2,3,1.002,56,0.806,Attrited Customer
M,4,Single,Blue,1,4,5,0.434,25,0.25,Attrited Customer
M,0,Single,Blue,6,2,2,0.949,77,0.481,Attrited Customer
M,0,Single,Blue,3,2,4,0.674,52,0.857,Attrited Customer
F,1,Single,Blue,3,2,4,0.187,36,0.2,Attrited Customer
F,4,Married,Blue,2,3,3,0.917,35,0.522,Attrited Customer
F,3,Single,Blue,1,2,5,0.576,78,0.696,Attrited Customer
F,4,Married,Blue,3,3,4,0.671,42,0.556,Attrited Customer
M,0,Married,Blue,6,2,3,0.688,40,0.29,Attrited Customer
F,3,Single,Gold,1,3,5,0.858,68,0.478,Attrited Customer
F,2,Married,Blue,3,3,3,0.729,35,0.75,Attrited Customer
M,4,Single,Blue,3,3,3,0.995,42,0.4,Attrited Customer
F,0,Single,Blue,1,5,5,0.266,46,0.278,Attrited Customer
F,2,Married,Blue,1,3,2,0.789,24,0.6,Attrited Customer
F,1,Married,Blue,2,2,3,0.725,39,0.393,Attrited Customer
F,3,Married,Blue,5,3,4,0.741,56,0.436,Attrited Customer
M,5,Single,Blue,4,3,3,0.995,90,0.957,Attrited Customer
F,0,Married,Blue,1,4,1,1.038,23,0.353,Attrited Customer
F,0,Divorced,Blue,2,3,3,0.654,38,0.727,Attrited Customer
F,1,Single,Blue,1,2,1,1.054,72,0.674,Attrited Customer
M,0,Married,Blue,3,2,3,0.854,25,0.389,Attrited Customer
F,3,Single,Blue,3,3,3,0.731,22,0.833,Attrited Customer
F,3,Unknown,Blue,2,3,2,0.583,44,0.833,Attrited Customer
F,2,Unknown,Blue,6,1,3,0.449,41,0.952,Attrited Customer
F,1,Single,Blue,1,3,2,0.758,50,0.724,Attrited Customer
M,3,Married,Blue,3,3,3,0.47,53,1.038,Attrited Customer
M,1,Divorced,Blue,1,3,4,0.864,35,0.522,Attrited Customer
F,5,Unknown,Blue,6,3,2,0.749,39,0.444,Attrited Customer
F,1,Divorced,Blue,6,2,2,0.652,57,0.781,Attrited Customer
F,4,Married,Gold,2,3,3,0.196,61,0.605,Attrited Customer
M,3,Married,Blue,2,3,4,0.615,56,0.697,Attrited Customer
M,3,Married,Blue,5,3,2,0.881,43,0.87,Attrited Customer
M,3,Single,Blue,1,2,4,0.712,63,0.909,Attrited Customer
M,4,Single,Silver,5,3,2,0.321,37,0.276,Attrited Customer
F,2,Single,Silver,1,2,3,0.619,42,0.448,Attrited Customer
M,1,Unknown,Blue,2,3,3,1.031,50,0.351,Attrited Customer
M,4,Single,Blue,1,3,4,0.631,46,0.769,Attrited Customer
F,2,Married,Blue,1,3,3,0.644,47,0.516,Attrited Customer
F,1,Unknown,Blue,4,2,2,0.865,36,0.333,Attrited Customer
F,1,Single,Blue,3,3,4,0.747,50,0.562,Attrited Customer
F,4,Married,Blue,2,4,3,0.585,12,0.714,Attrited Customer
M,3,Married,Blue,5,3,4,0.728,52,0.486,Attrited Customer
F,3,Single,Blue,1,3,4,0.676,61,0.694,Attrited Customer
F,3,Single,Blue,5,1,2,0.533,51,0.545,Attrited Customer
M,2,Married,Gold,1,3,2,1.047,54,0.588,Attrited Customer
F,5,Single,Blue,3,2,2,0.654,36,0.286,Attrited Customer
F,3,Married,Blue,3,3,1,0.714,43,0.654,Attrited Customer
F,4,Married,Blue,2,2,3,0.735,48,0.92,Attrited Customer
F,5,Unknown,Blue,3,3,2,0.446,60,1.069,Attrited Customer
M,3,Single,Blue,3,3,3,0.309,34,0.36,Attrited Customer
M,2,Married,Blue,4,3,3,0.437,75,0.974,Attrited Customer
F,3,Divorced,Blue,1,3,3,0.489,43,0.593,Attrited Customer
F,1,Single,Blue,2,3,4,0.331,45,0.25,Attrited Customer
M,2,Married,Blue,4,3,2,0.821,26,0.444,Attrited Customer
M,1,Single,Blue,5,2,3,0.702,35,0.522,Attrited Customer
M,3,Married,Platinum,2,3,4,0.987,65,0.512,Attrited Customer
M,4,Married,Gold,4,3,2,0.841,66,0.65,Attrited Customer
M,3,Single,Blue,2,3,2,0.512,38,0.583,Attrited Customer
F,2,Divorced,Blue,6,4,3,0.717,33,0.32,Attrited Customer
F,4,Married,Blue,1,3,4,0.583,39,0.147,Attrited Customer
F,3,Divorced,Blue,1,3,3,0.768,43,0.654,Attrited Customer
F,3,Single,Blue,1,3,1,0.91,41,0.708,Attrited Customer
M,2,Single,Blue,4,2,3,0.619,28,0.474,Attrited Customer
F,4,Married,Blue,3,3,3,0.904,43,0.72,Attrited Customer
F,0,Single,Blue,3,2,3,0.496,26,0.238,Attrited Customer
F,2,Single,Blue,3,3,3,0.62,42,0.4,Attrited Customer
M,3,Unknown,Blue,1,3,4,0.399,39,0.345,Attrited Customer
M,3,Single,Silver,4,3,4,1.007,70,0.75,Attrited Customer
F,4,Married,Blue,4,2,2,0.916,46,0.353,Attrited Customer
M,5,Single,Blue,4,3,3,0.995,90,0.957,Attrited Customer
M,1,Married,Blue,5,3,3,0.701,17,0.308,Attrited Customer
F,2,Single,Blue,5,2,4,0.421,36,0.5,Attrited Customer
F,5,Single,Blue,2,3,1,1.005,74,0.574,Attrited Customer
